"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
4052.18069547682,4999.49999999999,5403.35201373853,5624.58332962944,5763.6495541557,5858.98610668619,5928.35573158651,5981.07030779771,6022.47324496826,6055.84670739582,6208.73022176232,6260.64857938372
98.502512562814,98.9999999999999,99.1662013744715,99.2493718553309,99.2992964778641,99.3325888654034,99.3563737001872,99.3742148189158,99.3880927217143,99.3991959745393,99.4491708487019,99.4658328624353
34.1162215645298,30.8165203504782,29.4566951267546,28.7098983872982,28.237080837755,27.910657357696,27.6716960703261,27.4891770305362,27.3452063335715,27.2287341214743,26.689790510115,26.5045336968258
21.1976895843913,18,16.6943692371751,15.9770248525577,15.5218575444252,15.2068648611575,14.9757577044467,14.7988887906326,14.6591335747389,14.5459008033234,14.0196086808266,13.8376603413669
16.2581770398336,13.2739336120048,12.059953691652,11.3919280713498,10.967020650908,10.6722547924343,10.4555108917609,10.2893110461359,10.1577615479333,10.0510172195713,9.55264616178877,9.37932920600002
13.7450225333042,10.9247665008383,9.77953824092327,9.14830103022785,8.74589525601992,8.46612534047689,8.25999527096898,8.1016513667387,7.97612136662336,7.87411853356562,7.3958318913238,7.22853306183945
12.2463833484351,9.54657802110229,8.45128505307999,7.8466450625466,7.46043549298926,7.191404785204,6.99283277871138,6.84004907182935,6.71875248182447,6.62006267029144,6.15543838557283,5.99201017448509
11.2586241432726,8.64911064067351,7.59099194759885,7.00607662295559,6.63182516450959,6.3706807302392,6.17762426095225,6.02887010661257,5.91061884919087,5.81429385512266,5.35909494076933,5.19812954884502
10.5614310473954,8.02151730993206,6.99191722223346,6.4220854581532,6.05694071411867,5.80177030653513,5.61286547737624,5.46712251541477,5.35112886114859,5.25654199128846,4.80799522878687,4.64858167442079
10.0442892733966,7.5594321575479,6.55231255751521,5.99433866162936,5.63632618766908,5.38581104484579,5.20012125054997,5.05669313174441,4.94242065208861,4.84914680208002,4.4053947663954,4.24693281746162
9.64603411196624,7.20571335045738,6.21672981153865,5.66830021287877,5.31600891860849,5.06921043119526,4.88607203921287,4.74446764393547,4.6315397476475,4.53928181125332,4.09904624866762,3.94113177577334
9.33021210316855,6.9266081401913,5.95254468154587,5.41195143447314,5.06434311114292,4.8205735018803,4.63950244656434,4.49936528084743,4.38750996318019,4.29605440400905,3.85843310269779,3.7007887892643
9.07380572851566,6.70096453588078,5.73938028277338,5.20533018941624,4.8616212079068,4.62036339558485,4.44099741066511,4.30206201089645,4.19107778181104,4.10026726236352,3.66460910395461,3.50704179851112
8.86159266517642,6.51488410218275,5.56388583969375,5.03537797332944,4.69496357939772,4.45582002592776,4.27788185326564,4.13994607512724,4.02968033689587,3.93939637132463,3.50522233994243,3.34759610211932
8.68311681763896,6.35887348066718,5.41696485781842,4.89320958932158,4.55561398465301,4.31827305376704,4.14154630703095,4.00445318641694,3.89478810712506,3.80493974595027,3.37189158209254,3.21411018322426
8.53096528589619,6.22623528031138,5.29221404552095,4.77257799972321,4.4374204955396,4.20163370427507,4.02594659066507,3.88957213992619,3.78041516991357,3.69093141789516,3.25873736382193,3.10073263896028
8.39974014518964,6.11211371579788,5.18499991729522,4.66896760195141,4.33593908318308,4.10150532597661,3.92671938827773,3.79096417822418,3.68224152404587,3.59306613360582,3.1615175365551,3.00324145574174
8.28541955509965,6.01290483480053,5.09188952041401,4.57903596659845,4.24788215023174,4.01463650735476,3.84063865989797,3.70542188117204,3.59707391354575,3.50816172969927,3.07709672020026,2.91851588323342
8.18494682246892,5.92587902229285,5.0102868436196,4.5002576989067,4.17076698061481,3.93857261547994,3.76526939463933,3.63052458270226,3.52250253991015,3.4338168829739,3.00310877165813,2.84420051813216
8.0959580640857,5.84893192461113,4.93819338231054,4.43069016143778,4.10268463058473,3.87142681512941,3.69874015205505,3.56441205329893,3.45667563151716,3.36818638918874,2.93773527736582,2.77848489545519
8.01659694680848,5.78041568824256,4.87404619700069,4.36881517407819,4.04214386117412,3.8117254972548,3.63958955821787,3.5056317946182,3.39814735764969,3.30982957161339,2.87955619278636,2.71995488921343
7.94538572917004,5.71902191248227,4.81660577781606,4.31342949695958,3.98796322312695,3.75830143500375,3.58666022429485,3.45303352710581,3.34577275655153,3.25760556004924,2.82744669699502,2.66749010304752
7.88113364136837,5.66369876809604,4.76487675937441,4.2635674594575,3.93919485474119,3.71021836127777,3.53902387787981,3.40569473358384,3.29863359737394,3.21059940593728,2.7805044379954,2.62019149864324
7.82287059336798,5.61359121146483,4.7180508074958,4.21844526735627,3.89506965481708,3.66671671794531,3.49592752049327,3.36286711994948,3.25598507446139,3.16806896198364,2.73799723465245,2.57732937509664
7.76979841536899,5.56799713432409,4.67546478232591,4.17742023464564,3.854957164663,3.62717396968155,3.45675404663608,3.32393746031517,3.21721682624108,3.12940603858968,2.69932483918321,2.53830533471506
7.7212544577376,5.52633471393897,4.63656962433435,4.13996048369501,3.8183357627899,3.59107512639337,3.42099299728861,3.28839852123883,3.18182399032743,3.09410756230367,2.66399054758904,2.50262404404093
7.67668404888748,5.4881177684207,4.60090689466229,4.10562211308335,3.78477021324144,3.5579905431887,3.38821853687621,3.25582716912726,3.14938541065118,3.06175386149938,2.63157982606866,2.46987197288426
7.63561939776281,5.45293692122393,4.56809086367957,4.07403177491961,3.75389453883085,3.52755898891386,3.35807265884721,3.22586767654392,3.11954702057365,3.03199210982697,2.60174401390101,2.43970118215783
7.59766324995402,5.42044504030731,4.53779467776113,4.04487322608457,3.72539880480221,3.49947458290277,3.33025222958774,3.19821884468868,3.09200902510858,3.00452355523782,2.57418775181349,2.41181681682573
7.56247609463863,5.39034586317788,4.50973956245907,4.01787683658752,3.69901881141257,3.47347660866713,3.30449888669239,3.17262396351334,3.06651590793499,2.97909356363388,2.54865918010193,2.38596735345852
7.17057680189607,5.05661086543532,4.1993434460055,3.71954519188081,3.40767950503014,3.18643421410527,3.02016828922044,2.89000772475241,2.784955677874,2.69813941378638,2.26524280460787,2.09759343957187
6.89530103057803,4.82390980715925,3.98369531388089,3.51268406360499,3.205871771423,2.98768449681598,2.82329531754452,2.69426272888707,2.58984059851959,2.50331112687959,2.06664609716771,1.89325403141117
6.72010437395074,4.67659118895828,3.84753054522706,3.38225380625309,3.07871998157979,2.86249204212046,2.69927638243032,2.57091551944601,2.46682848663118,2.38039995062362,1.94005103504269,1.7613805879411
