"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
39.8634581890614,49.5,53.5932446586713,55.832961122513,57.2400771323515,58.2044164305559,58.9059532421413,59.4389805664772,59.8575851459905,60.1949803440463,61.7402924017384,62.2649698015312
8.52631578947368,9,9.16179016817973,9.24341649025257,9.29262634632168,9.3255304546393,9.34908116554972,9.3667703273703,9.38054404832639,9.3915727801497,9.44130938129718,9.45792727007769
5.53831945626224,5.46238325041917,5.39077328032978,5.34264447848147,5.30915701949683,5.28473156008055,5.26619463976651,5.25167108152147,5.23999586113573,5.23041127055523,5.18448168328021,5.16811132856015
4.54477072037127,4.32455532033676,4.19086043887225,4.10724954225052,4.05057906898747,4.00974931267394,3.97896624379538,3.95493994454235,3.93567081503525,3.91987560373121,3.84433830977793,3.81742176878725
4.06041994687207,3.77971607877395,3.61947741253959,3.52019624553412,3.4529822480379,3.40450658498497,3.36789874849111,3.33927571115434,3.3162808188556,3.29740166802994,3.20665034711497,3.1740842872044
3.77594960258353,3.46330407009565,3.28876156345824,3.18076286505832,3.10751166663893,3.05455068245892,3.01445650474309,2.9830356142905,2.95774070396694,2.93693467084834,2.83633964610552,2.79996007765557
3.5894280908648,3.25744205109138,3.074071993909,2.9605340887351,2.88334449567821,2.8273922710313,2.78493011750444,2.75157957735359,2.72467772155827,2.70251048176805,2.59473154401329,2.55545695938075
3.45791890388501,3.11311764015569,2.92379628831378,2.80642570613764,2.72644691539053,2.66833472364645,2.62413487356119,2.58934905572564,2.56123820965702,2.53803678155033,2.42463733671053,2.38301566557067
3.36030302387155,3.00645241740026,2.81286299718239,2.69268006250234,2.61061255002997,2.55085524861529,2.50531320155499,2.46940565262622,2.44034043770947,2.4163155830609,2.29832236139197,2.25472010109923
3.28501532170376,2.92446596230557,2.72767314116507,2.60533643134858,2.52164068620962,2.46058196744724,2.41396509984671,2.37715002264051,2.34730590975052,2.32260394089131,2.20074391691796,2.15542594467906
3.22520228205166,2.85951095624113,2.66022868376531,2.53618823220683,2.4511843429748,2.38906656169326,2.34156567658958,2.30399745828859,2.27350198196504,2.2482299983651,2.1230459676046,2.07621437253835
3.17654893102243,2.80679560573242,2.60552492083068,2.48010209357268,2.39402225684223,2.33102356578799,2.28278048240478,2.24457494789101,2.21352454495326,2.18776407887509,2.05967734568233,2.01149245748166
3.1362050930216,2.76316735696949,2.56027289819034,2.43370534094074,2.3467237551113,2.28297944218515,2.23410296032996,2.19534973563983,2.16381957944086,2.13763458883328,2.00698186323581,1.95757462807946
3.10221339438337,2.72646846061196,2.52222359753478,2.39469210420602,2.30694305140072,2.24255856929495,2.19313429107524,2.15390445389172,2.1219545669769,2.0953964206458,1.96245297938949,1.91193274145933
3.07318554959386,2.69517293158894,2.48978773387782,2.36143311586946,2.27302244786757,2.20808177033144,2.15817844753549,2.11852950153795,2.08620874923267,2.05931949615682,1.92431449111637,1.87277415366017
3.04810981108788,2.66817145730659,2.46181075324354,2.33274486935363,2.24375760368384,2.17832880439543,2.12800260888755,2.0879818512371,2.05533065874032,2.02814526136692,1.89127227077047,1.83879187184318
3.02623156140563,2.6446384680833,2.43743391457984,2.30774713299585,2.21825264878412,2.15239175278377,2.1016892470828,2.06133612551985,2.02838838945045,2.00093630142992,1.86236085730645,1.80901013806085
3.00697659179543,2.62394698513395,2.41600537717794,2.28577177241806,2.19582746752374,2.12958118637397,2.0785414489425,2.03788925853555,2.00467372996192,1.97698004248415,1.83684515717685,1.78268546280083
2.9899002798798,2.60561236417977,2.39702150344995,2.26630256748804,2.17595649656505,2.10936421832454,2.05802040094765,2.0170975349095,1.98363884402051,1.95572513870368,1.81415546143658,1.75924118413174
2.97465301746377,2.58925411794168,2.38008705106961,2.24893440177304,2.15822722016843,2.09132248779091,2.03970298058623,1.99853387139914,1.96485330226169,1.93673829870798,1.7938433065703,1.73822300460645
2.96095613757745,2.57456938971784,2.36488752983563,2.23334492577725,2.14231134886675,2.07512297876138,2.02325229745849,1.98185813765625,1.94797422440855,1.91967428054137,1.77555077168902,1.71926805327809
2.94858480246571,2.56131413386273,2.35116960007935,2.21927446493125,2.12794438184794,2.06049732388535,2.00839679631528,1.96679609914989,1.93272509188929,1.90425459648336,1.75898866805809,1.70208290056467
2.937355613622,2.54928951346311,2.33872691170117,2.20651150510032,2.11491084122426,2.04722684943821,1.99491515412859,1.95312419570991,1.91888042951593,1.89025211430578,1.74392075259301,1.68642763943544
2.92711749135521,2.53833190354306,2.32738970121198,2.19488203032552,2.10303342400756,2.03513158635825,1.98262518037925,1.94065835262197,1.90625454338692,1.87747973419601,1.73015210810842,1.67210416367956
2.91774486025022,2.52830543271766,2.31701703333883,2.18424157125816,2.09216491108067,2.02406207270672,1.97137553535034,1.92924563081438,1.89469311495899,1.86578193591643,1.71752046014505,1.65894740491729
2.90913248820395,2.51909634228767,2.30749093524253,2.17446919343144,2.0821820493193,2.01389315420473,1.9610394658457,1.91875790988452,1.88406684048825,1.85502838168504,1.70588959868054,1.64681869098906
2.9011915293305,2.51060866655854,2.29871190607198,2.16546289513097,2.0729808676561,2.00451923703875,1.95151000747601,1.90908704913414,1.87426655781345,1.84510901413245,1.69514433191639,1.6356006488952
2.89384645551648,2.50276088711022,2.29059543999741,2.15713604396102,2.06447304988196,1.99585061106676,1.94269626805948,1.90014113832822,1.86519946991077,1.83593025688829,1.68518657093013,1.62519324817396
2.88703265229656,2.49548331423546,2.28306930567571,2.14941458864781,2.05658309622865,1.98781057212215,1.93452051824965,1.89184156223993,1.85678618762315,1.82741203883424,1.67593225981303,1.6155106972081
2.88069451716171,2.48871601769748,2.27607139696831,2.1422348562885,2.04924608068577,1.98033314793237,1.92691589201682,1.88412068010343,1.84895839146416,1.81948544091496,1.66730894541879,1.60647898499873
2.80865765336692,2.41195490357963,2.19672975730503,2.06081565353972,1.96599885602908,1.8954310258981,1.84049643321329,1.79629963605458,1.75983591194317,1.72914956679546,1.5681071325028,1.50179743759741
2.75637801751205,2.35642740254498,2.13937624096063,2.00193845084895,1.90574201344577,1.83389555021876,1.77776469108213,1.7324427844367,1.69491698199072,1.66322512793922,1.49434796220307,1.42269115889495
2.72233062662852,2.32034886496206,2.10212970314214,1.96369043534147,1.86656752205343,1.79384713107041,1.73688598078014,1.69077221885011,1.65248918256804,1.62007160700434,1.44521893376029,1.36909562542859
